IDUsuario,FechaInicioSuscripcion,DuracionSuscripcionMeses,PlanContratado,Region,HorasSemanales,GenerosFavoritos,Edad,Dispositivo,PrecioMensual
1692,2022-01-15,21,Prime Video Básico,Canarias,12.0,Action;Romance,46,Smart TV,4.99
1693,2020-07-23,42,Prime Video Premium,Comunidad Valenciana,13.1,Comedy,37,Smartphone,12.99
1694,2022-03-20,23,Prime Video Básico,Andalucía,6.7,Action;Horror;Romance,39,Tablet,4.99
1695,2022-02-23,31,Prime Video Básico,Canarias,6.8,Romance,36,Smartphone,4.99
1696,2022-11-21,33,Prime Video Estándar,Galicia,18.0,Drama,23,Smartphone,9.99
1697,2022-11-22,42,Prime Video Básico,Comunidad Valenciana,24.9,Sci-Fi;Thriller;Drama,41,Smartphone,4.99
1698,2021-01-22,55,Prime Video Estándar,Castilla y León,23.5,Action;Horror;Drama,38,Tablet,9.99
1699,2021-09-12,21,Prime Video Estándar,Andalucía,8.8,Horror,36,Laptop,9.99
1700,2024-03-10,13,Prime Video Premium,Madrid,3.6,Sci-Fi;Drama;Romance,30,Smart TV,12.99
1701,2022-11-06,36,Prime Video Estándar,Murcia,1.1,Drama,46,Tablet,9.99
1702,2023-02-16,19,Prime Video Básico,Andalucía,5.4,Romance,28,Smartphone,4.99
1703,2021-03-18,23,Prime Video Básico,Cataluña,4.9,Romance;Sci-Fi;Comedy,26,Tablet,4.99
1704,2020-09-26,2,Prime Video Básico,Comunidad Valenciana,7.8,Sci-Fi,56,Smartphone,4.99
1705,2021-01-30,4,Prime Video Básico,Comunidad Valenciana,4.5,Horror;Drama;Romance,40,Smartphone,4.99
1706,2023-05-26,17,Prime Video Básico,Galicia,21.4,Drama;Thriller;Comedy,31,Smartphone,4.99
1707,2022-09-29,12,Prime Video Estándar,Murcia,12.5,Horror;Drama,34,Smart TV,9.99
1708,2024-10-18,6,Prime Video Estándar,Madrid,24.7,Thriller,27,Tablet,9.99
1709,2021-05-06,39,Prime Video Básico,País Vasco,1.5,Romance;Sci-Fi,32,Smartphone,4.99
1710,2024-07-25,9,Prime Video Premium,Andalucía,23.7,Horror;Action;Drama,24,Laptop,12.99
1711,2023-05-25,47,Prime Video Básico,Canarias,23.9,Comedy;Sci-Fi,35,Smart TV,4.99
1712,2020-11-22,23,Prime Video Premium,Castilla y León,15.7,Action;Drama,47,Smartphone,12.99
1713,2020-04-19,19,Prime Video Básico,Andalucía,18.3,Thriller;Horror,66,Tablet,4.99
1714,2023-10-07,44,Prime Video Básico,Andalucía,15.7,Horror;Drama,62,Smart TV,4.99
1715,2024-12-12,16,Compra de películas,Comunidad Valenciana,10.9,Drama,50,Tablet,14.99
1716,2022-03-02,15,Prime Video Estándar,Comunidad Valenciana,7.1,Thriller;Drama,20,Smart TV,9.99
1717,2024-09-01,29,Prime Video Estándar,Madrid,7.2,Action;Drama;Thriller,59,Smartphone,9.99
1718,2021-08-24,59,Prime Video Channels,Madrid,10.1,Comedy,62,Smart TV,7.99
1719,2023-05-25,32,Prime Video Channels,Madrid,16.2,Thriller,20,Smart TV,7.99
1720,2023-09-17,27,Prime Video Estándar,Comunidad Valenciana,7.2,Drama;Action,32,Smartphone,9.99
1721,2022-11-18,18,Prime Video Estándar,Galicia,15.1,Comedy;Action;Thriller,25,Tablet,9.99
1722,2020-03-13,19,Prime Video Básico,Andalucía,6.4,Comedy;Sci-Fi;Drama,40,Smartphone,4.99
1723,2023-06-12,17,Prime Video Premium,Madrid,3.0,Romance;Thriller,31,Smartphone,12.99
1724,2021-02-25,42,Prime Video Estándar,Madrid,11.3,Sci-Fi;Romance;Comedy,68,Smartphone,9.99
1725,2024-03-14,51,Prime Video Premium,Madrid,20.1,Romance;Comedy,31,Tablet,12.99
1726,2023-05-25,5,Prime Video Básico,Madrid,9.1,Horror,24,Smartphone,4.99
1727,2021-07-09,19,Prime Video Básico,Castilla y León,17.9,Horror;Thriller,48,Console,4.99
1728,2024-06-23,59,Prime Video Básico,Madrid,13.4,Thriller,30,Smartphone,4.99
1729,2020-05-09,14,Prime Video Estándar,Andalucía,17.6,Comedy;Thriller;Horror,29,Tablet,9.99
1730,2024-09-26,30,Prime Video Básico,Madrid,8.0,Horror;Thriller;Drama,33,Smartphone,4.99
1731,2022-03-17,15,Prime Video Premium,Cataluña,1.2,Sci-Fi,26,Smart TV,12.99
1732,2022-08-16,24,Prime Video Estándar,Cataluña,16.4,Thriller,30,Laptop,9.99
1733,2020-10-04,31,Compra de películas,Madrid,20.6,Action;Drama,22,Laptop,14.99
1734,2022-02-20,21,Prime Video Básico,País Vasco,3.2,Comedy,18,Tablet,4.99
1735,2020-12-22,49,Prime Video Básico,Andalucía,21.8,Romance;Sci-Fi,29,Tablet,4.99
1736,2021-09-16,57,Prime Video Estándar,Andalucía,10.7,Drama,29,Smart TV,9.99
1737,2020-01-22,25,Prime Video Básico,Andalucía,18.6,Sci-Fi,61,Smartphone,4.99
1738,2023-02-01,47,Prime Video Estándar,Madrid,1.6,Sci-Fi,32,Smartphone,9.99
1739,2021-02-20,60,Prime Video Básico,Castilla y León,4.1,Comedy;Drama;Action,66,Smartphone,4.99
1740,2024-10-28,58,Prime Video Estándar,Cataluña,1.7,Drama;Horror,22,Smartphone,9.99
1741,2022-05-14,52,Prime Video Channels,Galicia,13.7,Sci-Fi;Comedy;Romance,54,Smart TV,7.99
1742,2023-12-07,12,Prime Video Premium,Murcia,11.7,Horror,59,Smart TV,12.99
1743,2022-09-21,13,Prime Video Básico,Andalucía,13.6,Romance,59,Smartphone,4.99
1744,2021-02-17,4,Prime Video Básico,Andalucía,13.4,Sci-Fi;Horror;Action,56,Tablet,4.99
1745,2023-01-12,55,Prime Video Básico,Andalucía,2.7,Romance;Thriller,61,Smartphone,4.99
1746,2021-11-17,49,Prime Video Estándar,Madrid,7.4,Action;Drama,63,Smartphone,9.99
1747,2022-06-14,27,Prime Video Channels,Murcia,19.1,Action;Horror;Drama,32,Smartphone,7.99
1748,2021-05-17,53,Prime Video Estándar,Cataluña,13.5,Thriller;Drama,21,Smartphone,9.99
1749,2020-05-02,27,Prime Video Básico,Canarias,20.6,Thriller;Action,28,Smartphone,4.99
1750,2021-07-04,32,Prime Video Básico,País Vasco,13.2,Thriller;Action,61,Laptop,4.99
1751,2021-10-17,51,Prime Video Básico,Madrid,15.1,Thriller;Sci-Fi;Drama,30,Tablet,4.99
1752,2023-12-09,41,Prime Video Channels,Madrid,11.6,Sci-Fi;Romance,63,Tablet,7.99
1753,2024-12-16,44,Prime Video Estándar,Madrid,3.7,Action;Horror;Drama,27,Smart TV,9.99
1754,2023-08-22,20,Prime Video Estándar,Andalucía,8.1,Comedy;Sci-Fi;Thriller,30,Smartphone,9.99
1755,2020-06-17,51,Prime Video Básico,Murcia,5.0,Romance;Comedy,54,Smart TV,4.99
1756,2021-09-15,49,Prime Video Premium,Madrid,18.1,Comedy;Drama;Horror,56,Smart TV,12.99
1757,2023-11-17,41,Prime Video Estándar,Andalucía,3.4,Action,29,Smartphone,9.99
1758,2024-02-02,13,Prime Video Estándar,Cataluña,9.4,Drama;Thriller,41,Laptop,9.99
1759,2020-10-15,48,Prime Video Premium,Andalucía,12.0,Sci-Fi;Thriller;Horror,29,Laptop,12.99
1760,2024-05-15,17,Prime Video Estándar,Cataluña,22.2,Comedy;Romance,31,Tablet,9.99
1761,2024-03-07,49,Prime Video Premium,Madrid,20.4,Sci-Fi,34,Smartphone,12.99
1762,2022-01-26,43,Prime Video Básico,Andalucía,13.3,Thriller,62,Tablet,4.99
1763,2021-06-11,50,Prime Video Premium,Galicia,23.1,Comedy,42,Smartphone,12.99
1764,2023-05-11,40,Prime Video Premium,Comunidad Valenciana,21.4,Horror;Comedy;Thriller,44,Smartphone,12.99
1765,2021-05-06,12,Prime Video Estándar,Madrid,16.0,Romance;Drama,35,Laptop,9.99
1766,2021-08-12,11,Prime Video Estándar,Castilla y León,4.9,Drama;Thriller,30,Tablet,9.99
1767,2020-04-01,44,Prime Video Estándar,Comunidad Valenciana,18.1,Horror,28,Tablet,9.99
1768,2022-04-20,15,Prime Video Básico,Canarias,20.6,Sci-Fi;Horror,34,Smart TV,4.99
1769,2021-08-22,41,Prime Video Básico,Madrid,11.0,Drama;Thriller;Romance,35,Tablet,4.99
1770,2023-04-10,29,Prime Video Básico,Andalucía,17.2,Drama,43,Smartphone,4.99
1771,2021-05-22,20,Prime Video Estándar,Andalucía,18.0,Sci-Fi,66,Smart TV,9.99
1772,2021-01-28,45,Prime Video Básico,Cataluña,15.0,Drama,26,Laptop,4.99
1773,2024-01-18,51,Alquiler de películas,País Vasco,21.5,Thriller;Comedy;Horror,25,Smartphone,3.99
1774,2022-01-10,39,Prime Video Premium,Castilla y León,24.7,Drama;Horror,53,Smartphone,12.99
1775,2023-10-08,32,Prime Video Estándar,Galicia,19.1,Horror;Drama,26,Smartphone,9.99
1776,2020-09-05,1,Prime Video Básico,Comunidad Valenciana,8.3,Romance;Comedy,53,Tablet,4.99
1777,2020-06-26,4,Prime Video Básico,Andalucía,3.0,Sci-Fi,57,Smart TV,4.99
1778,2024-10-06,51,Prime Video Estándar,Aragón,17.3,Romance,68,Smartphone,9.99
1779,2020-10-21,11,Prime Video Básico,Andalucía,21.2,Drama;Comedy,28,Console,4.99
1780,2019-12-28,12,Prime Video Premium,Galicia,15.9,Comedy,35,Smartphone,12.99
1781,2022-09-08,35,Prime Video Estándar,Andalucía,15.5,Horror;Drama,30,Smartphone,9.99
1782,2022-10-02,58,Prime Video Premium,Andalucía,16.9,Comedy,27,Tablet,12.99
1783,2020-01-18,3,Prime Video Básico,Aragón,10.8,Horror;Comedy,33,Tablet,4.99
1784,2020-07-23,58,Prime Video Estándar,Galicia,16.2,Sci-Fi;Action;Drama,57,Smartphone,9.99
1785,2023-06-20,7,Prime Video Channels,Canarias,23.4,Drama;Action,27,Laptop,7.99
1786,2024-06-22,34,Prime Video Estándar,Murcia,6.3,Comedy,37,Smartphone,9.99
1787,2021-09-03,45,Prime Video Básico,País Vasco,3.8,Drama,37,Smartphone,4.99
1788,2021-05-02,16,Prime Video Básico,Madrid,4.3,Thriller,25,Smart TV,4.99
1789,2021-07-14,11,Prime Video para niños,Canarias,21.1,Drama;Horror,35,Laptop,6.99
1790,2020-07-01,37,Prime Video Básico,Murcia,6.8,Sci-Fi;Action;Thriller,35,Smartphone,4.99
1791,2020-09-23,30,Prime Video Premium,Cataluña,23.4,Sci-Fi;Drama,28,Smart TV,12.99
1792,2020-08-12,11,Prime Video Estándar,Canarias,19.3,Sci-Fi;Horror;Romance,54,Laptop,9.99
1793,2022-06-10,47,Prime Video Channels,Murcia,13.3,Comedy,28,Smartphone,7.99
1794,2023-12-08,47,Prime Video Estándar,Madrid,12.1,Sci-Fi;Horror;Thriller,22,Laptop,9.99
1795,2021-06-22,48,Prime Video Básico,Aragón,19.8,Action;Romance,31,Smartphone,4.99
1796,2024-09-22,32,Prime Video Básico,Canarias,20.0,Horror;Sci-Fi;Romance,26,Smart TV,4.99
1797,2022-11-19,56,Prime Video Estándar,Madrid,23.1,Action;Thriller,25,Smart TV,9.99
1798,2021-09-04,60,Prime Video Básico,Cataluña,6.3,Sci-Fi;Drama,33,Smartphone,4.99
1799,2020-07-14,43,Prime Video Básico,Cataluña,9.8,Thriller,33,Smartphone,4.99
1800,2024-10-31,40,Prime Video Estándar,Andalucía,2.1,Sci-Fi,34,Smartphone,9.99
1801,2024-11-29,13,Prime Video Básico,Aragón,14.6,Comedy,63,Smartphone,4.99
1802,2021-03-06,16,Prime Video Básico,País Vasco,8.9,Thriller,31,Smartphone,4.99
1803,2021-09-12,18,Prime Video Estándar,Andalucía,8.3,Comedy;Horror;Action,30,Tablet,9.99
1804,2020-07-02,52,Prime Video Estándar,Andalucía,16.0,Horror,62,Smart TV,9.99
1805,2023-12-02,16,Prime Video Básico,Madrid,15.8,Thriller,65,Smart TV,4.99
1806,2021-07-18,4,Prime Video Channels,Comunidad Valenciana,22.6,Comedy;Sci-Fi;Horror,44,Smartphone,7.99
1807,2024-12-15,60,Prime Video Estándar,Cataluña,22.2,Thriller,35,Smart TV,9.99
1808,2024-10-08,42,Prime Video Estándar,País Vasco,6.7,Romance;Action;Comedy,31,Tablet,9.99
1809,2021-06-09,30,Prime Video Básico,Andalucía,16.4,Thriller;Horror;Drama,42,Smart TV,4.99
1810,2023-11-05,45,Prime Video Estándar,Cataluña,2.7,Sci-Fi;Drama,34,Smart TV,9.99
1811,2022-04-04,58,Prime Video Estándar,Comunidad Valenciana,24.1,Horror;Comedy;Thriller,20,Smartphone,9.99
1812,2023-01-07,50,Prime Video Estándar,Madrid,2.6,Thriller;Drama,69,Smartphone,9.99
1813,2020-03-20,27,Alquiler de películas,Canarias,14.9,Romance;Drama,31,Tablet,3.99
1814,2020-09-01,54,Prime Video Básico,Aragón,5.4,Comedy;Action;Drama,57,Smartphone,4.99
1815,2021-04-16,25,Prime Video Básico,Cataluña,13.5,Horror;Romance;Comedy,29,Smart TV,4.99
1816,2021-11-22,33,Prime Video Básico,Castilla y León,2.8,Horror;Romance,30,Tablet,4.99
1817,2023-06-06,21,Prime Video Básico,Comunidad Valenciana,9.6,Drama;Action,30,Tablet,4.99
1818,2021-08-12,1,Prime Video Premium,Andalucía,20.8,Romance;Thriller,68,Smart TV,12.99
1819,2021-04-21,24,Prime Video Básico,Murcia,5.4,Comedy;Drama,29,Smartphone,4.99
1820,2022-07-01,49,Prime Video Básico,Galicia,11.7,Drama;Sci-Fi;Comedy,26,Smartphone,4.99
1821,2022-11-29,24,Prime Video Básico,País Vasco,5.4,Horror,26,Smart TV,4.99
1822,2021-08-08,25,Alquiler de películas,Cataluña,9.9,Thriller,33,Smartphone,3.99
1823,2021-10-25,28,Prime Video Estándar,Murcia,9.9,Horror;Thriller;Comedy,19,Laptop,9.99
1824,2023-07-19,19,Prime Video Básico,Cataluña,8.7,Thriller;Comedy;Sci-Fi,58,Smartphone,4.99
1825,2023-03-23,14,Prime Video Básico,Andalucía,23.2,Romance,60,Tablet,4.99
1826,2022-02-08,32,Prime Video Básico,Comunidad Valenciana,5.4,Action;Sci-Fi;Horror,31,Smart TV,4.99
1827,2020-12-01,56,Prime Video Básico,Madrid,2.6,Comedy;Sci-Fi,27,Laptop,4.99
1828,2022-11-05,12,Prime Video Básico,Castilla y León,6.8,Drama,64,Laptop,4.99
1829,2021-02-11,56,Prime Video Premium,Andalucía,20.1,Sci-Fi;Comedy,57,Smartphone,12.99
1830,2020-06-19,3,Prime Video Estándar,Madrid,21.7,Romance;Drama;Sci-Fi,34,Smartphone,9.99
1831,2022-10-16,7,Prime Video Estándar,Cataluña,8.1,Thriller;Sci-Fi;Romance,31,Smartphone,9.99
1832,2024-02-26,41,Prime Video Estándar,Madrid,10.5,Drama;Horror,29,Smartphone,9.99
1833,2023-05-20,21,Prime Video Básico,Aragón,3.1,Thriller;Horror;Sci-Fi,25,Smart TV,4.99
1834,2020-05-04,14,Prime Video Básico,Madrid,13.6,Drama;Romance,33,Smartphone,4.99
1835,2022-02-19,35,Prime Video Estándar,Comunidad Valenciana,18.6,Drama,35,Smart TV,9.99
1836,2024-03-12,13,Prime Video Channels,Canarias,2.6,Thriller,52,Smart TV,7.99
1837,2023-07-20,8,Prime Video Estándar,Castilla y León,23.0,Thriller;Romance,59,Smart TV,9.99
1838,2022-12-11,52,Prime Video Estándar,Castilla y León,3.6,Thriller,34,Smartphone,9.99
1839,2024-12-17,36,Prime Video Estándar,Castilla y León,4.4,Romance;Thriller;Horror,26,Smartphone,9.99
1840,2024-10-07,13,Prime Video Básico,Cataluña,19.7,Comedy,46,Laptop,4.99
1841,2024-08-31,21,Prime Video Estándar,País Vasco,1.0,Thriller,27,Smart TV,9.99
1842,2021-10-14,11,Prime Video Estándar,Aragón,15.8,Drama,36,Smartphone,9.99
1843,2020-09-14,37,Prime Video Básico,Canarias,14.0,Romance;Horror,63,Smartphone,4.99
1844,2022-11-14,40,Prime Video Channels,Comunidad Valenciana,13.9,Thriller;Action,18,Tablet,7.99
1845,2020-08-29,53,Prime Video Channels,Andalucía,4.5,Thriller,33,Smartphone,7.99
1846,2022-07-09,19,Prime Video Básico,Andalucía,21.6,Sci-Fi;Comedy,54,Smartphone,4.99
1847,2024-05-22,24,Prime Video Premium,Madrid,8.5,Thriller;Action;Drama,29,Smartphone,12.99
1848,2024-10-17,14,Prime Video Premium,Madrid,10.5,Comedy,30,Smartphone,12.99
1849,2020-12-15,3,Prime Video Básico,Comunidad Valenciana,11.1,Sci-Fi;Drama;Horror,33,Smartphone,4.99
1850,2020-05-04,28,Prime Video Premium,Madrid,24.2,Comedy,44,Tablet,12.99
1851,2022-09-03,26,Prime Video Estándar,Cataluña,18.9,Comedy;Romance;Drama,32,Smartphone,9.99
1852,2024-03-19,2,Prime Video Estándar,Galicia,22.0,Romance;Drama,33,Tablet,9.99
1853,2024-02-09,9,Prime Video Básico,Murcia,12.2,Horror;Romance;Sci-Fi,28,Smartphone,4.99
1854,2024-10-09,3,Prime Video Estándar,Murcia,18.6,Comedy,62,Smartphone,9.99
1855,2023-10-18,10,Prime Video para niños,Cataluña,20.4,Romance;Sci-Fi,34,Smartphone,6.99
1856,2021-06-16,34,Prime Video Básico,Comunidad Valenciana,3.0,Romance,50,Console,4.99
1857,2022-07-16,55,Prime Video Estándar,Comunidad Valenciana,3.7,Action,28,Smartphone,9.99
1858,2024-02-05,50,Prime Video Básico,Andalucía,5.8,Drama;Comedy,18,Smartphone,4.99
1859,2022-03-17,3,Prime Video Básico,Murcia,17.4,Romance;Action,25,Laptop,4.99
1860,2022-12-06,51,Prime Video Básico,Canarias,15.9,Drama,30,Smartphone,4.99
1861,2023-10-20,26,Prime Video Básico,Cataluña,10.0,Sci-Fi,35,Smart TV,4.99
1862,2022-01-30,44,Prime Video Básico,Cataluña,11.8,Action;Romance,66,Smartphone,4.99
1863,2021-08-22,5,Prime Video Básico,Cataluña,7.8,Action,38,Smartphone,4.99
1864,2022-01-16,6,Prime Video Premium,Castilla y León,14.2,Sci-Fi;Drama;Horror,26,Smartphone,12.99
1865,2023-01-17,48,Prime Video Básico,Madrid,20.0,Thriller;Horror,31,Smartphone,4.99
1866,2022-09-08,13,Prime Video Básico,Madrid,21.4,Sci-Fi;Horror;Romance,33,Laptop,4.99
1867,2023-01-23,25,Prime Video Básico,Aragón,9.2,Comedy;Romance;Action,57,Smart TV,4.99
1868,2023-10-10,31,Prime Video Estándar,Canarias,20.3,Sci-Fi,61,Smart TV,9.99
1869,2021-03-26,5,Prime Video Básico,Madrid,9.0,Drama;Thriller,39,Console,4.99
1870,2024-06-28,52,Prime Video Básico,Andalucía,17.4,Thriller,28,Smart TV,4.99
1871,2021-12-18,26,Prime Video Estándar,Madrid,17.7,Sci-Fi;Action;Thriller,32,Smartphone,9.99
1872,2021-09-28,44,Prime Video Channels,Andalucía,11.8,Horror;Thriller,29,Smartphone,7.99
1873,2024-10-06,29,Prime Video Channels,Andalucía,8.7,Comedy,31,Smartphone,7.99
1874,2022-04-10,31,Prime Video Premium,Comunidad Valenciana,8.1,Thriller,29,Smart TV,12.99
1875,2021-02-22,27,Prime Video Básico,País Vasco,22.1,Drama;Action;Thriller,30,Smartphone,4.99
1876,2020-10-08,4,Prime Video Estándar,Madrid,8.1,Drama;Action;Romance,28,Tablet,9.99
1877,2024-03-15,24,Prime Video Básico,Andalucía,15.3,Comedy,30,Smart TV,4.99
1878,2020-10-02,43,Prime Video Básico,Cataluña,16.5,Thriller,62,Laptop,4.99
1879,2023-10-21,45,Prime Video Básico,Andalucía,15.8,Thriller,25,Tablet,4.99
1880,2021-01-27,56,Prime Video Channels,Galicia,22.3,Drama;Horror,65,Smartphone,7.99
1881,2024-07-17,48,Prime Video Premium,Cataluña,15.6,Sci-Fi,27,Smartphone,12.99
1882,2020-07-24,37,Prime Video Básico,Castilla y León,16.7,Action;Drama,26,Smartphone,4.99
1883,2021-06-25,31,Prime Video Channels,Canarias,24.8,Action;Thriller,32,Smartphone,7.99
1884,2024-02-26,19,Prime Video Estándar,Andalucía,12.0,Thriller;Drama,51,Smartphone,9.99
1885,2023-12-17,14,Prime Video Básico,Cataluña,5.4,Comedy,42,Smartphone,4.99
1886,2023-03-03,25,Prime Video Básico,Andalucía,21.2,Thriller,28,Smartphone,4.99
1887,2020-07-17,43,Alquiler de películas,Andalucía,3.0,Action;Horror;Sci-Fi,37,Smartphone,3.99
1888,2024-12-07,47,Prime Video Básico,Galicia,13.9,Horror;Thriller;Action,34,Smart TV,4.99
1889,2022-04-06,60,Prime Video Estándar,Comunidad Valenciana,1.3,Thriller;Horror,39,Smartphone,9.99
1890,2024-10-03,57,Prime Video Básico,Cataluña,1.9,Action;Drama,30,Tablet,4.99
1891,2021-05-04,59,Prime Video Básico,Castilla y León,6.4,Comedy,57,Smartphone,4.99
1892,2020-12-01,55,Prime Video Básico,Madrid,5.0,Thriller,28,Smart TV,4.99
1893,2023-07-05,1,Prime Video Estándar,Canarias,19.4,Drama,28,Smart TV,9.99
1894,2021-08-31,55,Prime Video Estándar,Andalucía,6.9,Romance,57,Smart TV,9.99
1895,2024-12-22,17,Prime Video Estándar,Murcia,4.5,Romance,57,Smartphone,9.99
1896,2022-03-13,26,Prime Video Estándar,Madrid,21.5,Drama;Action,35,Smartphone,9.99
1897,2023-02-20,33,Prime Video Estándar,Madrid,5.3,Thriller,35,Smartphone,9.99
1898,2021-12-23,12,Prime Video Básico,Andalucía,16.7,Romance;Thriller,28,Smartphone,4.99
1899,2021-08-10,45,Prime Video Básico,Andalucía,19.2,Comedy;Action;Thriller,25,Laptop,4.99
1900,2020-11-23,32,Prime Video Básico,Andalucía,6.1,Action,27,Smartphone,4.99
1901,2023-10-11,5,Prime Video Premium,Galicia,17.2,Romance;Comedy;Horror,29,Smartphone,12.99
1902,2023-03-01,24,Prime Video Premium,Canarias,9.6,Romance;Action,37,Tablet,12.99
1903,2024-03-24,23,Prime Video Básico,Aragón,12.1,Horror,51,Smart TV,4.99
1904,2023-09-01,4,Prime Video Básico,Madrid,2.2,Romance;Sci-Fi;Drama,29,Smartphone,4.99
1905,2021-04-29,50,Prime Video Básico,Comunidad Valenciana,9.1,Thriller;Action,38,Smartphone,4.99
1906,2023-09-17,26,Prime Video Básico,Cataluña,6.0,Sci-Fi;Thriller;Romance,32,Smartphone,4.99
1907,2023-09-18,26,Prime Video Estándar,Andalucía,2.3,Thriller;Drama,21,Tablet,9.99
1908,2021-04-13,12,Prime Video Premium,Canarias,20.3,Thriller;Action,25,Tablet,12.99
1909,2021-01-22,36,Prime Video Básico,País Vasco,6.4,Romance;Horror,21,Tablet,4.99
1910,2021-05-25,8,Prime Video Básico,Madrid,7.7,Comedy;Action,25,Tablet,4.99
1911,2022-06-05,48,Prime Video Básico,Andalucía,17.3,Thriller;Sci-Fi;Comedy,28,Tablet,4.99
1912,2023-02-12,23,Prime Video Básico,Madrid,19.4,Thriller;Romance;Comedy,65,Smartphone,4.99
1913,2021-03-30,45,Prime Video Básico,Aragón,7.1,Drama;Thriller;Action,33,Tablet,4.99
1914,2024-08-13,35,Prime Video Básico,Madrid,20.9,Action,31,Smart TV,4.99
1915,2021-08-12,26,Prime Video Básico,Comunidad Valenciana,9.5,Sci-Fi;Thriller,56,Laptop,4.99
1916,2023-09-23,31,Prime Video Básico,Comunidad Valenciana,15.5,Sci-Fi;Horror;Comedy,26,Smartphone,4.99
1917,2021-01-28,46,Prime Video Estándar,Andalucía,13.0,Romance;Drama;Action,69,Smart TV,9.99
1918,2024-06-22,55,Prime Video Básico,Canarias,14.7,Comedy,31,Smartphone,4.99
1919,2020-10-15,27,Prime Video Estándar,Comunidad Valenciana,21.0,Comedy;Thriller;Action,67,Smartphone,9.99
1920,2021-08-05,33,Prime Video Premium,Murcia,15.1,Romance;Horror;Sci-Fi,32,Laptop,12.99
1921,2022-06-12,45,Prime Video para niños,Cataluña,9.0,Romance;Thriller;Sci-Fi,25,Smart TV,6.99
1922,2023-07-23,59,Prime Video Básico,Murcia,15.3,Thriller,47,Tablet,4.99
1923,2020-07-31,59,Prime Video Estándar,Canarias,22.7,Romance,68,Smart TV,9.99
1924,2023-11-25,57,Prime Video Channels,País Vasco,14.3,Romance,27,Laptop,7.99
1925,2024-01-16,30,Prime Video Básico,Andalucía,3.3,Horror,32,Smartphone,4.99
1926,2023-11-19,44,Prime Video Premium,Madrid,13.8,Sci-Fi;Horror;Action,30,Smart TV,12.99
1927,2021-05-26,6,Prime Video Estándar,Andalucía,7.6,Action;Sci-Fi;Drama,49,Smartphone,9.99
1928,2022-02-23,54,Prime Video Básico,Cataluña,22.5,Action,49,Smartphone,4.99
1929,2022-08-11,45,Prime Video Premium,Madrid,8.7,Action,28,Smart TV,12.99
1930,2022-11-15,18,Prime Video Básico,Aragón,22.5,Thriller;Drama;Romance,53,Tablet,4.99
1931,2022-12-03,54,Prime Video Estándar,País Vasco,24.3,Thriller;Action;Sci-Fi,29,Smart TV,9.99
1932,2019-12-29,43,Prime Video Básico,Canarias,1.7,Sci-Fi;Romance;Comedy,58,Smart TV,4.99
1933,2020-05-09,11,Prime Video Básico,Andalucía,20.9,Sci-Fi,30,Smart TV,4.99
1934,2021-04-10,33,Prime Video Estándar,Murcia,2.6,Comedy,55,Smartphone,9.99
1935,2024-10-07,26,Prime Video Premium,Madrid,20.3,Action,27,Smart TV,12.99
1936,2020-12-12,37,Prime Video Básico,Comunidad Valenciana,17.8,Horror,66,Tablet,4.99
1937,2020-03-21,18,Prime Video Estándar,Andalucía,22.8,Thriller;Horror;Romance,26,Smartphone,9.99
1938,2024-02-23,33,Prime Video Básico,Madrid,6.1,Action,26,Smartphone,4.99
1939,2024-05-15,49,Prime Video Channels,Castilla y León,2.3,Comedy;Romance,25,Smartphone,7.99
1940,2023-09-30,4,Prime Video Básico,Andalucía,21.1,Romance,41,Tablet,4.99
1941,2020-08-26,58,Prime Video Básico,Andalucía,10.4,Horror;Drama,31,Tablet,4.99
1942,2020-02-06,53,Prime Video Estándar,Andalucía,12.0,Action,18,Smartphone,9.99
1943,2024-03-10,10,Prime Video Básico,Andalucía,10.8,Action;Comedy,30,Smartphone,4.99
1944,2022-01-21,23,Prime Video Básico,Cataluña,10.7,Action,29,Smartphone,4.99
1945,2021-03-15,54,Prime Video Básico,Madrid,4.9,Horror;Drama;Sci-Fi,32,Smartphone,4.99
